0.023541305	0.06932123	-0.006295756	-0.033685576	0.053435758	0.023567284	-0.021476291	0.021471655	-0.09607125	0.02625461	-0.105255544	0.028468363	0.021190163	0.029047444	-0.069139756	0.029490676
0.002731266	-0.0009750833	0.03769797	-0.017034762	0.037229486	0.0006555717	-0.007573393	-0.006483489	-0.10610912	-0.04044471	-0.13263626	-0.068809085	0.0410988	0.008385337	-0.06412496	-0.007984232
-0.029980227	-0.03434509	-0.019060701	0.01218082	0.03457843	0.00080488855	0.018988986	-0.010975594	-0.09435831	0.08040654	-0.12291385	-0.05208682	-0.037533157	0.04164245	-0.06882032	-0.014144003
-0.002394467	-0.0055639134	0.0076332698	0.016401308	0.09985114	-0.037465487	0.009057322	0.058103997	-0.087755024	0.013379618	-0.12818557	-0.080138676	-0.036150046	0.029192874	0.0004926773	0.061245367
0.068708144	0.006800889	-0.047838718	0.012067056	0.04747081	0.02014311	0.05912824	0.06267476	-0.05208862	0.038593262	-0.052446242	-0.021709265	0.03256931	-0.011583123	-0.011864785	0.039152678
-0.049786795	-0.00923229	0.022027237	-0.0048871986	0.082446046	0.014837974	-0.008184652	0.04475879	-0.085901506	0.01066309	-0.017786657	-0.072560236	0.06398862	0.028617833	0.017598294	0.058490116
-0.023825165	0.023793647	-0.000924242	0.055983428	0.056485724	0.06441364	-0.018914497	0.020500483	-0.10037207	-0.04073986	-0.07132891	-0.047412988	-0.029289795	-0.016783742	-0.123663045	-0.0049690222
-0.005054063	0.034370314	0.004467568	-0.046076734	0.049214225	-0.015759686	-0.014359826	0.045647193	-0.0801119	-0.041284967	-0.10756027	0.018724468	0.020762343	0.031670086	0.011763734	0.012497661
-0.06637609	-0.03354532	0.028430732	0.014529004	0.10758425	-0.004838389	-0.017197303	0.09971386	-0.060628146	-0.03936785	-0.07315689	-0.079925165	0.02421202	-0.018409003	0.00094438833	-0.0012001173
-0.024085158	-0.004269364	-0.012244154	-0.027636647	0.027670152	0.015797846	0.0031796424	0.007326635	-0.082479395	0.006120159	-0.0911602	-0.066954486	-0.0032662393	-0.061694387	-0.030202102	-0.031636793
0.0072416984	0.05799685	0.048913486	-0.09262631	0.051074736	0.014358013	0.039721396	0.016120063	-0.038904056	0.02458809	-0.085152216	-0.0024307973	0.059400126	-0.01609008	-0.119505994	-0.063260116
-0.0034286445	0.06522674	0.054608367	0.025058415	0.059683114	-0.018431015	0.06562045	0.059029885	-0.16646768	-0.07053637	-0.060271345	-0.0074056494	0.057007816	-0.04876685	-0.076885924	-0.0001831366
0.054855306	0.0074664485	-0.067612156	-0.009125314	0.049156554	0.009529993	-0.010853015	0.045846425	-0.07351886	-0.016820442	-0.06675326	-0.078519784	0.020620262	0.06250123	0.030140923	-0.052752137
-0.03589275	0.057417594	0.029463155	0.06142676	0.015179564	0.056811817	0.10769334	0.0017861633	-0.025444731	-0.040211387	-0.099837415	0.011060901	0.051006995	0.01790716	0.03488635	-0.045879245
0.050067343	0.05340233	0.067130364	-0.014421711	0.09730062	0.0439259	0.046284206	0.008074953	0.006108814	0.03712299	-0.08764162	0.0058736424	-0.055694792	-0.021696948	-0.02111101	-0.05802314
0.023040842	0.0009237342	0.028905313	0.043539576	0.06036895	0.030590264	0.026026588	-0.012821064	-0.07413555	0.010657829	-0.13470949	-0.020250894	0.013385017	0.031669512	-0.11430508	0.061461776
